"City","City_latitude","City_longitude","State","Airport","Airport _latitude","Airport _longitude","iata_code","Distance"
"Padarti","15.469","80.183","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","185.2423946"
"Muddanuru","14.6667","78.4","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","43.7356355"
"Rangasamudram","13.714","78.2645","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","104.1084847"
"Vanipenta","14.7906","78.7805","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","31.21234775"
"Pondaluru","14.2535","79.2408","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","57.91975203"
"Gandlapenta","14.05","78.3089","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","71.51927057"
"Pagidyala","15.9333","78.3333","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","165.1385054"
"Trovagunta","15.5509","80.0589","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","180.200206"
"Molagavalli","15.3567","77.3301","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","181.3521585"
"Kankanalapalle","15.9923","79.4848","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","181.6624595"
"Kadimetla","15.7376","77.5385","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","190.2270371"
"Rangapuram","15.4092","78.0746","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","124.9903473"
"Asudapuram","15.878","78.132","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","166.9330452"
"Nulivedu","14.1002","78.5548","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","51.26438605"
"Boddikurapadu","15.6591","79.7509","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","165.3897339"
"Timmapuram","15.4887","78.5744","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","110.8926878"
"Satravada","13.3201","79.5488","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","156.5922078"
"Katteragandla","15.0091","78.9584","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","58.97725705"
"Morubagalu","13.9702","77.0411","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","196.0506402"
"Mangasamudram","13.2291","79.0909","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","146.5110897"
"Govindapalle","15.3525","78.5224","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","97.46748773"
"Tettu","13.6275","78.4322","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","104.779858"
"Venkatadripalem","16.0506","79.217","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","177.8097171"
"Uppugunduru","15.673","80.167","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","197.8072082"
"Kurichedu","15.9","79.5833","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","177.348622"
"Jangalapalli","14.4818","79.8906","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","120.3797473"
"Kalicherla","13.8833","78.5333","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","74.31394061"
"Settivaripalle","14.7543","78.7649","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","27.17814693"
"Peddannavaripalle","14.2535","78.3384","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","54.79520444"
"Gudluru","15.0667","79.9","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","136.0828795"
"Hosuru","15.3797","77.4598","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","171.0234425"
"Yekambarakuppam","13.3168","79.5678","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","158.0068694"
"Gazulapalle","15.4036","78.6176","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","100.7524949"
"Chitvel","14.1667","79.3333","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","71.43940916"
"Polakala","13.3458","78.8167","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","129.5398835"
"Gangapatnam","14.5237","80.1521","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","148.4843711"
"Pullalacheruvu","16.1589","79.3986","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","195.2445048"
"Duvvuru","14.5507","79.8331","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","114.2206748"
"Vinjam","13.2544","79.263","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","149.3080205"
"Jonnagiri","15.2303","77.5714","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","151.9374656"
"Vidapanakallu","15.0667","77.1833","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","181.7527191"
"Teranikallu","15.6392","77.5303","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","183.1974568"
"Rudravaram","15.266","78.628","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","85.49098"
"Malaimarpuram","14.2096","79.3072","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","66.55708453"
"Pendekallu","15.3753","77.6242","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","156.4744552"
"Virapalle","14.1556","78.8569","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","40.4361174"
"Angallu","13.6287","78.4857","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","102.7715715"
"Bommagondanahalli","13.8984","77.0733","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","195.4103958"
"Pyalakurti","15.7286","77.8168","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","169.9744147"
"Rompicherla","13.7228","79.0542","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","92.64404138"
"Guntapalli","14.7385","79.04","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","38.36898718"
"Chintakommadinne","14.4267","78.7618","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","9.337676099"
"Anantasagaram","14.5833","79.4167","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","69.78296511"
"Miduturu","15.7667","78.3","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","148.667305"
"Chapalamadugu","16.073","79.3775","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","185.5054823"
"Kolumalapalle","15.4774","78.1293","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","127.8598259"
"Kandanati","15.6997","77.4757","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","192.0643997"
"Mandalapalle","14.0209","77.7511","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","122.8016253"
"Repala","15","79.7","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","113.6183058"
"Munnelli","14.92","78.9546","Andhra Pradesh","Kadapa Airport","14.51","78.77278","CDP","49.60656813"
"Itanagar","27.1","93.62","Arunachal Pradesh","Daporijo Airport","27.9855","94.2228","DEP","115.008601"
"Pasighat","28.07","95.33","Arunachal Pradesh","Daporijo Airport","27.9855","94.2228","DEP","109.0811409"
"Koloriang","27.9167","93.35","Arunachal Pradesh","Daporijo Airport","27.9855","94.2228","DEP","86.07021257"
"Tezu","27.92","96.17","Arunachal Pradesh","Daporijo Airport","27.9855","94.2228","DEP","191.3950667"
"Ziro","27.5664","93.8314","Arunachal Pradesh","Daporijo Airport","27.9855","94.2228","DEP","60.45247128"
"Khagam","27.32","95.9","Arunachal Pradesh","Daporijo Airport","27.9855","94.2228","DEP","181.0085229"
