City,City_latitude,City_longitude,State,Airport ,Airport _latitude,Airport _longitude,iata_code,Distance
Chik Banavar,13.0846,77.5014,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,437.6360154
Kamatgi,16.119,75.8482,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,134.6017901
Hindalgi,16.1364,74.6547,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,31.05679044
Mangoli,16.65,75.81,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,154.6393224
Huliyar,13.5828,76.5361,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,326.5108554
Mannur,17.2994,76.0984,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,224.7698384
Siddapur,14.347,74.894,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,170.744739
Doranahalli,16.7324,76.9162,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,263.762514
Byahatti,15.4468,75.2054,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,77.81644576
Rajasur,17.86,76.95,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,333.2435324
Perdur,13.3844,74.9029,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,276.8943771
Hunasagi,16.4575,76.5239,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,214.1146828
Sagar,16.6249,76.8015,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,248.1293915
Turuvanur,14.22,76.4,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,264.254684
Kudachi,16.48,74.78,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,71.14627563
Kaladgi,16.204,75.5,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,101.7247092
Ajjampur,13.7279,76.0068,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,280.0886315
Amingarh,16.0572,75.9489,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,143.9457257
Nalatvad,16.34,76.14,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,171.1300495
Kurtkoti,15.3681,75.5239,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,111.3044871
Borgaon,16.42,74.58,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,62.48106313
Nagnur,16.14,74.81,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,37.33722646
Sigli,15.0631,75.4667,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,126.9059772
Dambal,15.296,75.7737,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,138.7028962
Kagvad,16.48,74.78,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,71.14627563
Guttal,14.8333,75.6333,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,157.673856
Marathalli,12.15,77.1,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,491.7104151
Hulkoti,15.4333,75.5333,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,108.8233175
Bajala,12.8537,74.8853,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,335.4424753
Sargur,11.9997,76.3961,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,470.0874184
Kanabur,13.3523,75.4517,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,292.8316498
Kallur,16.1405,77.2081,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,278.5754142
Tirumakudal Narsipur,12.2121,76.9018,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,474.4744879
Kavital,16.1082,76.7962,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,234.4470799
Jalhalli,13.0333,77.55,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,445.3930419
Turbihal,15.7614,76.5964,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,211.9125131
Gangoli,13.6538,74.6664,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,245.2949354
Gurgunta,16.2558,76.5628,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,212.4074144
Bagewadi,16.29,74.6,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,47.93155343
Saunshi,15.2167,75.3,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,102.1721382
Arakere,12.4133,76.8168,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,450.5570009
Lokapur,16.1656,75.366,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,86.86976766
Mallapur,16.14,74.81,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,37.33722646
Emmiganuru,15.15,76.92,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,258.9250241
Sante Bennur,14.1697,76.0033,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,239.6262304
Mugutkhan Hubli,15.79,74.75,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,16.05893985
Sirur,16.0965,75.7858,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,127.5611549
Koppal,15.35,76.15,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,173.538925
Parasurampur,14.2606,76.8826,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,301.179047
Savalgi,16.671,75.3515,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,119.463764
Sattegalam,12.15,77.1,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,491.7104151
Bandalli,12.164,77.3504,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,505.6505281
Moka,15.238,77.0599,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,270.5248103
Nitte,13.1858,74.9394,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,299.2817806
Kamalnagar,18.231,77.1791,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,379.0103417
Doddanahalli,12.3892,76.9672,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,461.5385956
Dharmastala,12.9479,75.3807,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,333.9810743
Hanur,12.0874,77.3021,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,509.6447491
Mariyammanahalli,15.16,76.36,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,202.1661613
Matala,17.8244,76.8591,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,323.4354426
Morab,15.5833,75.1667,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,66.23687715
Yedtare,13.9246,74.6171,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,215.1288632
Bhairapura,12.2119,76.8953,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,474.1300579
Chalgeri,14.5652,75.7166,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,185.9930553
Manne Ekeli,17.72,77.36,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,357.7477124
Huvin Hippargi,16.59,75.96,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,164.6854582
Sadalgi,16.42,74.58,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,62.48106313
Konaje,12.8162,74.9021,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,339.7553583
Amarapuuram,14.1333,76.9833,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,318.3609453
Kamlapur,17.5786,76.9887,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,316.6466587
Holalu,14.8406,75.7144,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,163.2316434
Beladi,13.1464,74.9399,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,303.6404422
Agadi,14.819,75.469,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,147.3175085
Rattihalli,14.4167,75.5,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,186.2449073
Talakad,12.1887,77.0289,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,483.9316287
Nallur,14.0871,75.8778,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,239.0300882
Betmangala,13.0085,78.3282,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,509.944838
Kolnad,12.9,75.03,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,332.0329138
Halsur,18.0176,77.0098,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,349.7114083
Ankli,16.42,74.58,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,62.48106313
Nalwar,16.9436,76.9919,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,280.4280071
Desanagi,16.92,76.24,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,209.3746112
Halavagalu,14.7083,75.7753,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,178.272192
Sarjapur,12.86,77.786,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,477.105454
Uchchangidurgam,14.5614,76.0537,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,211.0650024
Atharga,16.9875,75.8863,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,184.4652383
Kurgunta,17.2,77.36,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,328.0800552
Mashyal,17.3226,76.2407,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,237.4120707
Tikota,16.76,75.62,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,146.4865887
Banavar,13.4167,76.1667,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,318.613827
Tamba,17.0001,75.9934,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,193.9061564
Kalasa,13.234,75.3553,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,302.5032496
Malkhaid,17.195,77.1608,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,309.0513054
Kawadgaon,17.91,77.53,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,384.6601219
Banagi,13.61,75.53,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,268.6377235
Balehonnur,13.35,75.46,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,293.3497125
Kanamadi,16.9291,75.3807,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,144.099437
Kowdalli,12.067,77.4438,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,520.325879
Yargatti,15.9667,75.0167,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,44.24461778
Konnur,15.8595,75.4955,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,93.82727571
Karebilachi,14.1449,75.9032,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,235.338676
Hebri,13.4667,74.9833,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,268.9262877
Konen Agrahar,12.9582,77.6619,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,459.8677597
Murgod,15.78,75.12,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,54.39302874
Tonse West,13.3968,74.7069,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,273.9833559
Devgeri,14.8512,75.3705,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,138.0958025
Kurikuppi,15.07,76.55,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,224.8521313
Hejamadi,13.1062,74.7839,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,306.6493572
Tyamagondal,13.2137,77.301,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,412.1892949
Abbigeri,15.5862,75.7502,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,124.8999309
Anavatti,14.5645,75.1523,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,154.9570861
Sambre,15.88,74.56,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,6.646842419
Sunadkuppi,16.14,74.81,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,37.33722646
Raybag,16.48,74.78,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,71.14627563
Kurdi,16.0511,77.2114,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,278.0490242
Mathigeri,12.15,77.1,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,491.7104151
Besagarahalli,12.6333,77,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,441.0713841
Hosahalli,15.314,76.3151,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,191.5839918
Salotgi,17.17,75.96,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,204.203541
Malapannanagudi,15.28,76.37,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,198.3803744
Kanur,17.0318,75.7022,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,174.2387397
Munnuru,12.8283,74.8803,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,338.2112828
Bajpe,12.9803,74.8832,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,321.398444
Gajiginhalu,15.6969,76.6647,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,219.7180727
Kakhandiki,16.601,75.6405,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,136.7908979
Garag,15.575,74.9297,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,45.93851074
Telsang,16.72,75.06,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,106.6862657
Jigani,12.7861,77.6385,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,471.8303949
Jalihalli,16.365,76.7811,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,237.7882546
Kalgi,17.35,77.15,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,316.6182096
Bommarbettu,13.339,74.8784,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,281.6384155
Ambalanur,16.59,75.96,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,164.6854582
Hirehadagalli,14.9267,75.8322,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,166.4002395
Ratnagiri,13.8111,77.1301,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,353.2051597
Motibennur,14.715,75.48,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,157.2653126
Shirbadgi,15.9418,75.7768,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,124.2295225
Halgur,12.4249,77.227,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,474.2671784
Ajjipuram,12.0457,77.3532,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,516.6103805
Dhanur Kalyanwadi,17.77,77.14,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,342.3080157
Haldipur,14.3333,74.4333,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,170.8417762
Hire Megalageri,14.544,75.9776,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,206.5524493
Kondalahalli,14.72,76.76,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,262.3285716
Manglur,15.5177,76.1476,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,168.0633806
Sirigeri,15.63,76.9,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,245.5203965
Belagola,13.3833,75.5833,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,294.2424134
Hipparga,17.4568,76.3739,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,257.9295095
Kalakeri,16.6667,76.3,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,200.71046
Horti,17.17,75.96,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,204.203541
Havanur,14.8667,75.7,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,160.1039659
Petmanhalli,17.7688,77.5056,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,373.5238947
Kolagallu,15.15,76.92,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,258.9250241
Siddarampuram,15.53,76.636,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,219.0738383
Yadwad,16.24,75.18,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,73.44943353
Hosur,15.8201,74.9301,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,33.63771045
Kanyana,12.9,75.03,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,332.0329138
Tansandra,13.0554,77.6342,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,450.1460384
Puttige,13.0751,74.9597,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,311.762959
Kamdoli,15.2048,75.2549,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,99.73915116
Akalapura,13.4852,77.4621,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,404.0418072
Karajgi,14.8641,75.4535,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,142.3559067
Tonse East,13.3963,74.7217,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,274.0989189
Gudgeri,15.1225,75.3653,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,114.5398746
Hosahalli,14.648,76.4672,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,239.7507719
Narasimharajapura,13.6108,75.512,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,267.8543457
Kadoli,15.88,74.56,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,6.646842419
Kusugal,15.3667,75.2167,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,84.30282098
Basapatna,15.4302,76.4869,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,205.6904425
Kalas,15.0981,75.4067,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,119.5910228
Sorab,14.3814,75.0918,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,172.0154043
Kinhalu,15.4431,76.1397,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,169.3449947
Hunasamaranhalli,13.1435,77.62,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,442.2538998
Rampura,14.881,76.7814,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,256.1635299
Wadgira,16.5858,77.098,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,276.7982245
Dundankop,16.14,74.81,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,37.33722646
Beltangadi,12.9795,75.2699,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,327.8157987
Anantpur,16.889,75.0146,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,122.0538137
Thogaduru,12.0957,76.8078,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,480.5493251
Gonikoppal,12.183,75.9294,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,432.5553825
Majali,14.9,74.1,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,120.2751263
Sulibele,13.1667,77.8,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,454.885375
Pachhapur,16.0955,74.6875,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,27.28612279
Ratnahalli,12.3652,76.502,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,438.407999
Nagathan,16.83,75.73,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,160.3762412
Kannulu,12.8685,74.9025,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,333.967494
Dodarasinakere,12.5083,77.02,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,453.7127224
Somvarpet,12.597,75.8496,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,386.258775
Adivala,13.9131,76.6619,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,308.3106201
Manchenahalli,13.5007,77.6035,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,414.5731593
Hesarghatta,13.1391,77.4783,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,431.5815043
Marne,13.3284,75.0113,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,284.5823388
Uppur,13.3945,74.7657,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,274.5316165
Medleri,14.6667,75.7333,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,178.581609
Bendarhalli,12.15,77.1,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,491.7104151
Nirna,17.77,77.14,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,342.3080157
Kirangur,12.4316,76.6993,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,442.264852
Sosale,12.233,76.917,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,473.340585
Mumaradikop,15.9,75.5,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,94.40766009
Honganur,12.6044,77.2175,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,457.6557664
Kanajanahalli,14.1092,76.8381,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,307.7606701
Itiki,14.951,76.0944,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,187.7208057
Kaujalgi,16.14,74.81,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,37.33722646
Badagabettu,13.3335,74.7999,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,281.5350091
Badanahatti,15.3176,76.8258,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,243.9838884
Mudhol,15.6406,75.9531,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,144.9053235
Kodigenahalli,13.7214,77.3863,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,380.8654053
Shirguppi,16.72,75.06,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,106.6862657
Hirehalli,14.5255,76.6634,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,264.8676255
Dommasandra,12.8781,77.7543,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,473.2486653
Halgeri,14.5551,75.6099,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,179.8645447
Narayanpur,17.8589,76.9733,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,335.0128976
Belakvadi,12.255,77.1225,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,483.2781145
Kongnolli,16.42,74.58,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,62.48106313
Alawandi,15.2303,75.9801,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,161.7847494
Kaglipur,12.8006,77.5082,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,461.0666956
Kuduru,13.111,77.1479,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,409.3158308
Hagaranahalli,12.3677,76.4173,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,434.0036495
Ghat Borul,17.77,77.14,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,342.3080157
Hatti Mattur,14.9435,75.4239,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,133.5214265
Mishrikot,15.2465,75.0567,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,82.75613778
Sanganakallu,15.1847,76.9703,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,262.916668
Mudgere,13.137,75.606,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,320.8338501
Karadge,16.42,74.58,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,62.48106313
Belma,12.87,74.84,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,333.2515407
Sampgaon,15.79,74.75,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,16.05893985
Ainapur,16.48,74.78,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,71.14627563
Sulahpet,17.4014,77.3472,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,337.5343433
Kalkuni,14.6,74.8333,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,141.9149445
Mahagaon,17.5211,76.915,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,306.5603513
Gudibanda,13.67,77.7,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,411.1455599
Miyar,13.1945,75.0484,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,299.9063124
Yelandur,12.07,77.03,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,495.2102472
Tilvalli,14.6268,75.231,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,151.9954378
Narona,17.5156,76.7182,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,289.7245716
Bhanuvalli,14.4333,75.7667,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,200.8348708
Bagalvad,16.0528,76.8877,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,243.5744421
Belhatti,15.0818,75.6465,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,140.0552824
Basrur,13.6308,74.7377,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,248.1302532
Hire Vadvatti,15.2235,75.7831,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,143.4191001
Antargangi,17.17,75.96,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,204.203541
Hosuru,13.7399,77.4312,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,383.3705091
Hale Dyamavvanahalli,14.2682,76.4904,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,267.7779425
Shiddapur,13.6903,74.9149,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,243.2806608
Yaragol,16.9047,77.0661,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,285.8316418
Nesarg,15.9069,74.774,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,17.47301034
Nulvi,15.2728,75.1673,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,87.81413547
Yamkanmardi,16.128,74.527,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,31.43151139
Mangala,11.9998,76.9594,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,497.981037
Keregodu,12.6333,76.9167,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,435.9095457
Dodvad,15.79,74.75,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,16.05893985
Hubli,15.355,75.1362,Karnataka,Belgaum Airport,15.8593,74.6183,IXG,78.87180256
Bangalore,12.9789,77.5917,Karnataka,Bellary Airport,15.1628,76.8828,BEP,254.5899064
Hubli,15.3502,75.1376,Karnataka,Bellary Airport,15.1628,76.8828,BEP,188.3738055
Mangalore,12.8681,74.8425,Karnataka,Bellary Airport,15.1628,76.8828,BEP,336.9713514
Tumkur,13.34,77.1,Karnataka,Bellary Airport,15.1628,76.8828,BEP,204.0332132
Gulbarga,17.329,76.825,Karnataka,Bellary Airport,15.1628,76.8828,BEP,240.94946
Belgaum,15.85,74.5,Karnataka,Bellary Airport,15.1628,76.8828,BEP,266.4977909
Davangere,14.4666,75.9242,Karnataka,Bellary Airport,15.1628,76.8828,BEP,128.8862086
Shorapur,16.52,76.76,Karnataka,Bellary Airport,15.1628,76.8828,BEP,151.4843541
Bellary,15.1,76.9167,Karnataka,Bellary Airport,15.1628,76.8828,BEP,7.874253155
Dasarhalli,13.0465,77.513,Karnataka,Bellary Airport,15.1628,76.8828,BEP,244.9380044
Khanapur,15.6394,74.5083,Karnataka,Bellary Airport,15.1628,76.8828,BEP,260.0069968
Bijapur,16.83,75.71,Karnataka,Bellary Airport,15.1628,76.8828,BEP,223.7877512
Shimoga,13.9333,75.5667,Karnataka,Bellary Airport,15.1628,76.8828,BEP,196.862696
Dod Ballapur,13.292,77.543,Karnataka,Bellary Airport,15.1628,76.8828,BEP,219.856451
Krishnarajpur,13.012,77.6951,Karnataka,Bellary Airport,15.1628,76.8828,BEP,254.696909
Nelamangala,13.102,77.374,Karnataka,Bellary Airport,15.1628,76.8828,BEP,235.1913578
Byatarayanpur,13.0659,77.5922,Karnataka,Bellary Airport,15.1628,76.8828,BEP,245.3920688
Raichur,16.2,77.37,Karnataka,Bellary Airport,15.1628,76.8828,BEP,126.5767269
Bhadravati,13.8485,75.705,Karnataka,Bellary Airport,15.1628,76.8828,BEP,193.4758201
Robertsonpet,12.9563,78.2754,Karnataka,Bellary Airport,15.1628,76.8828,BEP,287.6759896
Hospet,15.2689,76.3909,Karnataka,Bellary Airport,15.1628,76.8828,BEP,54.08181923
Betigeri,15.443,75.6442,Karnataka,Bellary Airport,15.1628,76.8828,BEP,136.4473303
Gadag,15.4167,75.6167,Karnataka,Bellary Airport,15.1628,76.8828,BEP,138.7041272
Bidar,17.912,77.52,Karnataka,Bellary Airport,15.1628,76.8828,BEP,313.1502106
Udipi,13.3389,74.7451,Karnataka,Bellary Airport,15.1628,76.8828,BEP,306.9259732
Chitaldrug,14.23,76.4,Karnataka,Bellary Airport,15.1628,76.8828,BEP,115.9951883
