City ,State,latitude,longitude,Airport_Name,lat,lng,iata_code
Ringnod,Madhya Pradesh,22.6113,74.9338,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Rehti,Madhya Pradesh,22.7378,77.434,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Govindgarh,Madhya Pradesh,24.3785,81.2964,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Barud,Madhya Pradesh,21.7497,75.527,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Bamhni,Madhya Pradesh,22.4822,80.3716,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Betma,Madhya Pradesh,22.68,75.62,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Shahpura,Madhya Pradesh,23.1828,80.6997,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Harrai,Madhya Pradesh,22.6143,79.2221,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Tendukheda,Madhya Pradesh,23.1708,78.8724,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Shamsabad,Madhya Pradesh,23.8149,77.4957,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Alampur,Madhya Pradesh,26.0251,78.797,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Lodhikheda,Madhya Pradesh,21.5824,78.8591,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Baikunthpur,Madhya Pradesh,24.7277,81.4098,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Khujner,Madhya Pradesh,23.786,76.6177,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Karrapur,Madhya Pradesh,23.9489,78.8658,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Chichli,Madhya Pradesh,22.8336,78.8261,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Eklahra,Madhya Pradesh,22.2036,78.6893,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Antri,Madhya Pradesh,26.0581,78.21,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Bharweli,Madhya Pradesh,21.8373,80.2271,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Datoda,Madhya Pradesh,22.5713,75.8823,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Manegaon,Madhya Pradesh,23.2062,80.0123,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Talen,Madhya Pradesh,23.5695,76.7282,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Malthone,Madhya Pradesh,24.3055,78.5283,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Umri,Madhya Pradesh,26.5106,78.9367,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Hatod,Madhya Pradesh,22.7938,75.7393,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Tikar,Madhya Pradesh,24.4194,81.3776,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Jaitwar,Madhya Pradesh,24.732,80.8602,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Tirodi,Madhya Pradesh,21.6852,79.7191,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Keolari,Madhya Pradesh,22.3697,79.906,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Khimlasa,Madhya Pradesh,24.2058,78.3639,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Naigarhi,Madhya Pradesh,24.7869,81.7787,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Bahadarpur,Madhya Pradesh,21.2922,76.1806,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Patera,Madhya Pradesh,23.996,79.6837,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Ichhapur,Madhya Pradesh,21.1551,76.1556,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Orchha,Madhya Pradesh,25.35,78.64,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Sultanpur,Madhya Pradesh,23.1381,77.934,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Kari,Madhya Pradesh,24.8368,78.8665,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Baroni Khurd,Madhya Pradesh,25.6852,78.3746,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Barigarh,Madhya Pradesh,25.2325,80.0347,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Bora,Madhya Pradesh,23.6585,76.8112,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Namli,Madhya Pradesh,23.4612,75.0604,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Sirgora,Madhya Pradesh,22.2063,78.8832,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Sonbari,Madhya Pradesh,24.2286,80.7902,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Hatwans,Madhya Pradesh,22.7683,78.3464,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Singoli,Madhya Pradesh,24.9667,75.3,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Palsud,Madhya Pradesh,21.8262,74.9691,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Satai,Madhya Pradesh,24.722,79.631,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Kothri Kalan,Madhya Pradesh,23.0722,76.8296,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Bistan,Madhya Pradesh,21.6979,75.6657,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Amjhera,Madhya Pradesh,22.5578,75.1185,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Rampur Kalan,Madhya Pradesh,26.1649,77.4691,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Pipalrawan,Madhya Pradesh,23.1625,76.4704,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Suhagi,Madhya Pradesh,23.2206,79.9569,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Gairtganj,Madhya Pradesh,23.4102,78.2208,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Jhundpura,Madhya Pradesh,26.3473,77.501,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Amayan,Madhya Pradesh,26.3205,78.7581,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Dasai,Madhya Pradesh,22.72,75.1321,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Shampur,Madhya Pradesh,23.418,77.0867,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Loharda,Madhya Pradesh,22.5918,76.5957,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Jhonkar,Madhya Pradesh,23.2361,76.1814,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Nahargarh,Madhya Pradesh,24.1692,75.2342,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Bhopalia,Madhya Pradesh,22.2791,73.7104,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Dighawani,Madhya Pradesh,22.2061,78.8135,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Chandera,Madhya Pradesh,25.0829,78.9784,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Machalpur,Madhya Pradesh,24.1277,76.3167,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Sainkhera,Madhya Pradesh,22.9589,78.5782,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Harsola,Madhya Pradesh,22.5694,75.8165,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Baragaon,Madhya Pradesh,24.5682,79.0185,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Kothi,Madhya Pradesh,24.7526,80.7775,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Mawai,Madhya Pradesh,24.8043,78.9388,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Gauli Palasiya,Madhya Pradesh,22.5323,75.7275,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Baldeogarh,Madhya Pradesh,24.7562,79.0672,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Suthalia,Madhya Pradesh,23.9955,77.1395,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Bilehra,Madhya Pradesh,23.6463,78.7311,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Nayagaon,Madhya Pradesh,24.5622,74.776,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Majhgawan,Madhya Pradesh,23.4039,80.2098,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Tigaon,Madhya Pradesh,21.6456,78.4576,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Nisarpur,Madhya Pradesh,22.1088,74.8078,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Khathjari,Madhya Pradesh,24.7046,81.9891,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Bag,Madhya Pradesh,22.359,74.7905,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Bamora,Madhya Pradesh,24.0554,78.0893,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Jaisinghnagar,Madhya Pradesh,23.6858,81.3909,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Shahganj,Madhya Pradesh,22.8467,77.798,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Bareh,Madhya Pradesh,26.6786,78.1887,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Mohdra,Madhya Pradesh,24.1849,79.9577,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Malhargarh,Madhya Pradesh,24.2829,74.9902,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Piprai,Madhya Pradesh,24.5097,77.9642,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Pindra,Madhya Pradesh,24.9595,80.7879,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Dinara,Madhya Pradesh,25.4613,78.3205,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Pathari,Madhya Pradesh,23.9333,78.2167,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Simrol,Madhya Pradesh,22.5387,75.9111,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Piploda,Madhya Pradesh,23.6073,74.942,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Jaisinghnagar,Madhya Pradesh,23.626,78.5726,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Semri,Madhya Pradesh,22.6833,78.0833,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Ekalbehri,Madhya Pradesh,21.8933,78.8794,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Thikri,Madhya Pradesh,22.0634,75.4007,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Dabhaura,Madhya Pradesh,25.1162,81.3044,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Berchha,Madhya Pradesh,23.2823,76.3199,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Raun,Madhya Pradesh,26.3431,78.9443,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Devmaudaldal,Madhya Pradesh,24.6312,81.1594,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Sundarsi,Madhya Pradesh,23.2688,76.4399,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Bijeraghogarh,Madhya Pradesh,23.9955,80.6066,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Naurhiya,Madhya Pradesh,24.2069,82.5655,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Jawasa,Madhya Pradesh,26.6259,78.7418,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Iawar,Madhya Pradesh,23.0094,76.5007,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Singhana,Madhya Pradesh,22.1902,74.9702,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Ukwa,Madhya Pradesh,21.971,80.4662,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Kakarati,Madhya Pradesh,24.5639,80.2659,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Chhapera,Madhya Pradesh,23.8948,76.4538,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Bagchini,Madhya Pradesh,26.4817,77.8185,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Kesli,Madhya Pradesh,23.4183,78.8062,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Mariyadau,Madhya Pradesh,24.2762,79.6559,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Dahi,Madhya Pradesh,22.1122,74.5879,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Chicholi,Madhya Pradesh,22.01,77.66,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Ratangarh,Madhya Pradesh,24.8167,75.1167,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Aranya Kalan,Madhya Pradesh,23.2448,76.7435,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Gandhwani,Madhya Pradesh,22.34,75.0048,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Dhamnod,Madhya Pradesh,23.4421,74.9744,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Susari,Madhya Pradesh,22.1797,74.7577,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Prabhat Pattan,Madhya Pradesh,21.6407,78.2722,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Kod,Madhya Pradesh,22.885,75.1862,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Ambara,Madhya Pradesh,22.1902,78.6708,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Umreth,Madhya Pradesh,22.1262,78.7149,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Tala,Madhya Pradesh,24.3735,81.1989,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Kaniwara,Madhya Pradesh,22.2145,79.7366,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Moman Barodiya,Madhya Pradesh,23.6042,76.3364,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Babai Kalan,Madhya Pradesh,22.8313,78.6774,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Rajod,Madhya Pradesh,22.9501,75.064,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Sanchi,Madhya Pradesh,23.4865,77.7378,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Bhelsi,Madhya Pradesh,24.7866,79.1281,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Balvadi,Madhya Pradesh,21.4412,75.223,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Allahpur,Madhya Pradesh,26.3434,77.8195,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Kharsod B,Madhya Pradesh,23.2225,75.386,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Rangvasa,Madhya Pradesh,22.6435,75.7886,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Iklod,Madhya Pradesh,26.0222,77.3208,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Kampel,Madhya Pradesh,22.6167,76.05,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Deodora,Madhya Pradesh,22.6149,80.3616,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Kirrayach,Madhya Pradesh,26.6322,78.3423,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Jabera,Madhya Pradesh,23.5582,79.678,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Ranod,Madhya Pradesh,25.0748,77.8761,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Tonk Khurd,Madhya Pradesh,23.0983,76.2155,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Sobhapur,Madhya Pradesh,22.7737,78.2638,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Nayagaon,Madhya Pradesh,24.8015,80.8962,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Maina,Madhya Pradesh,23.1712,76.6629,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Rangwasa,Madhya Pradesh,22.6419,75.7893,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Segaon,Madhya Pradesh,21.8585,75.3293,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Manpur,Madhya Pradesh,22.4315,75.6211,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Sukand,Madhya Pradesh,26.6444,78.4752,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Phopnar Kalan,Madhya Pradesh,21.2365,76.3268,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Chinaur,Madhya Pradesh,25.9467,78.1024,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Tarichar Kalan,Madhya Pradesh,25.4118,78.89,Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Mumbai,Mahārāshtra,19.0761,72.8775,Akola Airport,20.698999,77.058601,AKD
Pune,Mahārāshtra,18.5203,73.8567,Akola Airport,20.698999,77.058601,AKD
Nagpur,Mahārāshtra,21.1497,79.0806,Akola Airport,20.698999,77.058601,AKD
Thane,Mahārāshtra,19.1972,72.9722,Akola Airport,20.698999,77.058601,AKD
Pimpri-Chinchwad,Mahārāshtra,18.6186,73.8037,Akola Airport,20.698999,77.058601,AKD
Nasik,Mahārāshtra,19.9975,73.7898,Akola Airport,20.698999,77.058601,AKD
Kalyan,Mahārāshtra,19.2502,73.1602,Akola Airport,20.698999,77.058601,AKD
Vasai-Virar,Mahārāshtra,19.3607,72.7956,Akola Airport,20.698999,77.058601,AKD
Aurangabad,Mahārāshtra,19.88,75.32,Akola Airport,20.698999,77.058601,AKD
Solapur,Mahārāshtra,17.68,75.92,Akola Airport,20.698999,77.058601,AKD
Bhayandar,Mahārāshtra,19.29,72.85,Akola Airport,20.698999,77.058601,AKD
Bhiwandi,Mahārāshtra,19.2967,73.0631,Akola Airport,20.698999,77.058601,AKD
Dhulia,Mahārāshtra,20.8997,74.7697,Akola Airport,20.698999,77.058601,AKD
Kolhapur,Mahārāshtra,16.6917,74.2333,Akola Airport,20.698999,77.058601,AKD
Nanded,Mahārāshtra,19.15,77.3,Akola Airport,20.698999,77.058601,AKD
Amravati,Mahārāshtra,20.9258,77.7647,Akola Airport,20.698999,77.058601,AKD
Ulhasnagar,Mahārāshtra,19.22,73.15,Akola Airport,20.698999,77.058601,AKD
Malegaon,Mahārāshtra,20.55,74.55,Akola Airport,20.698999,77.058601,AKD
Jalgaon,Mahārāshtra,21.004,75.568,Akola Airport,20.698999,77.058601,AKD
Sangli,Mahārāshtra,16.853,74.583,Akola Airport,20.698999,77.058601,AKD
Baramati,Mahārāshtra,18.15,74.58,Akola Airport,20.698999,77.058601,AKD
Akola,Mahārāshtra,20.7,77,Akola Airport,20.698999,77.058601,AKD
Sirur,Mahārāshtra,18.83,74.38,Akola Airport,20.698999,77.058601,AKD
Chanda,Mahārāshtra,19.95,79.3,Akola Airport,20.698999,77.058601,AKD
Ahmadnagar,Mahārāshtra,19.08,74.73,Akola Airport,20.698999,77.058601,AKD
Ratnagiri,Mahārāshtra,16.9944,73.3,Akola Airport,20.698999,77.058601,AKD
Panvel,Mahārāshtra,18.9944,73.1139,Akola Airport,20.698999,77.058601,AKD
Parbhani,Mahārāshtra,19.27,76.78,Akola Airport,20.698999,77.058601,AKD
Ichalkaranji,Mahārāshtra,16.7,74.47,Akola Airport,20.698999,77.058601,AKD
Jalna,Mahārāshtra,19.8333,75.8833,Akola Airport,20.698999,77.058601,AKD
Chopda,Mahārāshtra,21.25,75.3,Akola Airport,20.698999,77.058601,AKD
Pandharpur,Mahārāshtra,17.6778,75.3278,Akola Airport,20.698999,77.058601,AKD
Pathardi,Mahārāshtra,19.17,75.18,Akola Airport,20.698999,77.058601,AKD
Karjat,Mahārāshtra,18.55,75,Akola Airport,20.698999,77.058601,AKD
Bhusaval,Mahārāshtra,21.05,75.77,Akola Airport,20.698999,77.058601,AKD
Morsi,Mahārāshtra,21.318,78.0095,Akola Airport,20.698999,77.058601,AKD
Mahad,Mahārāshtra,18.083,73.417,Akola Airport,20.698999,77.058601,AKD
Satara,Mahārāshtra,17.688,74.006,Akola Airport,20.698999,77.058601,AKD
Kalamboli,Mahārāshtra,19.2333,73.1333,Akola Airport,20.698999,77.058601,AKD
Malkapur,Mahārāshtra,20.885,76.2,Akola Airport,20.698999,77.058601,AKD
Bir,Mahārāshtra,18.99,75.76,Akola Airport,20.698999,77.058601,AKD
Gondia,Mahārāshtra,21.4598,80.195,Akola Airport,20.698999,77.058601,AKD
Nandgaon,Mahārāshtra,20.307,74.657,Akola Airport,20.698999,77.058601,AKD
Yavatmal,Mahārāshtra,20.24,78.06,Akola Airport,20.698999,77.058601,AKD
Shegaon,Mahārāshtra,20.7944,76.6944,Akola Airport,20.698999,77.058601,AKD
Osmanabad,Mahārāshtra,18.3194,76.0736,Akola Airport,20.698999,77.058601,AKD
Nandurbar,Mahārāshtra,21.37,74.25,Akola Airport,20.698999,77.058601,AKD
Khopoli,Mahārāshtra,18.789,73.343,Akola Airport,20.698999,77.058601,AKD
Wardha,Mahārāshtra,20.7417,78.6056,Akola Airport,20.698999,77.058601,AKD
Karanja,Mahārāshtra,20.4833,77.4833,Akola Airport,20.698999,77.058601,AKD
Deoni Buzurg,Mahārāshtra,18.2639,77.0822,Akola Airport,20.698999,77.058601,AKD
Amalner,Mahārāshtra,21.05,75.05,Akola Airport,20.698999,77.058601,AKD
Akot,Mahārāshtra,21.1,77.06,Akola Airport,20.698999,77.058601,AKD
Nirala,Mahārāshtra,19.8143,78.1662,Akola Airport,20.698999,77.058601,AKD
Karad,Mahārāshtra,17.285,74.184,Akola Airport,20.698999,77.058601,AKD
Manmad,Mahārāshtra,20.251,74.439,Akola Airport,20.698999,77.058601,AKD
Ambajogai,Mahārāshtra,18.73,76.38,Akola Airport,20.698999,77.058601,AKD
Warora,Mahārāshtra,20.23,79.0008,Akola Airport,20.698999,77.058601,AKD
Nilanga,Mahārāshtra,18.1161,76.7525,Akola Airport,20.698999,77.058601,AKD
Nandura Buzurg,Mahārāshtra,20.8333,76.4597,Akola Airport,20.698999,77.058601,AKD
Kodoli,Mahārāshtra,16.88,74.2,Akola Airport,20.698999,77.058601,AKD
Palghar,Mahārāshtra,19.6969,72.7654,Akola Airport,20.698999,77.058601,AKD
Anjangaon,Mahārāshtra,21.15,77.28,Akola Airport,20.698999,77.058601,AKD
Urun-Islampur,Mahārāshtra,17.05,74.267,Akola Airport,20.698999,77.058601,AKD
Sangamner,Mahārāshtra,19.5678,74.2115,Akola Airport,20.698999,77.058601,AKD
Sinnar,Mahārāshtra,19.85,74,Akola Airport,20.698999,77.058601,AKD
Vaijapur,Mahārāshtra,19.9267,74.7275,Akola Airport,20.698999,77.058601,AKD
Washim,Mahārāshtra,20.1113,77.133,Akola Airport,20.698999,77.058601,AKD
Pachora,Mahārāshtra,20.67,75.35,Akola Airport,20.698999,77.058601,AKD
Wani,Mahārāshtra,20.0556,78.9533,Akola Airport,20.698999,77.058601,AKD
Sillod,Mahārāshtra,20.3,75.65,Akola Airport,20.698999,77.058601,AKD
Khandala,Mahārāshtra,18.7481,73.4072,Akola Airport,20.698999,77.058601,AKD
Lonavale,Mahārāshtra,18.7481,73.4072,Akola Airport,20.698999,77.058601,AKD
Talegaon Dabhade,Mahārāshtra,18.72,73.68,Akola Airport,20.698999,77.058601,AKD
Tasgaon,Mahārāshtra,17.03,74.6,Akola Airport,20.698999,77.058601,AKD
Rahuri,Mahārāshtra,19.38,74.65,Akola Airport,20.698999,77.058601,AKD
Deolali,Mahārāshtra,19.951,73.834,Akola Airport,20.698999,77.058601,AKD
Umred,Mahārāshtra,20.85,79.33,Akola Airport,20.698999,77.058601,AKD
Phaltan,Mahārāshtra,17.98,74.43,Akola Airport,20.698999,77.058601,AKD
Majalgaon,Mahārāshtra,19.15,76.2333,Akola Airport,20.698999,77.058601,AKD
Nizampur,Mahārāshtra,21.1117,74.33,Akola Airport,20.698999,77.058601,AKD
Vite,Mahārāshtra,17.2711,74.5378,Akola Airport,20.698999,77.058601,AKD
Umarkhed,Mahārāshtra,19.6014,77.6888,Akola Airport,20.698999,77.058601,AKD
Selu,Mahārāshtra,19.4551,76.4372,Akola Airport,20.698999,77.058601,AKD
Warud,Mahārāshtra,21.4167,78.4,Akola Airport,20.698999,77.058601,AKD
Nalegaon,Mahārāshtra,18.4167,76.8167,Akola Airport,20.698999,77.058601,AKD
Kedgaon,Mahārāshtra,18.43,74.35,Akola Airport,20.698999,77.058601,AKD
Ahmadpur,Mahārāshtra,18.7,76.9333,Akola Airport,20.698999,77.058601,AKD
Yeola,Mahārāshtra,20.042,74.489,Akola Airport,20.698999,77.058601,AKD
Saoner,Mahārāshtra,21.3858,78.9201,Akola Airport,20.698999,77.058601,AKD
Murtajapur,Mahārāshtra,20.73,77.51,Akola Airport,20.698999,77.058601,AKD
Wadegaon,Mahārāshtra,20.34,76.51,Akola Airport,20.698999,77.058601,AKD
Junnar,Mahārāshtra,19.2,73.88,Akola Airport,20.698999,77.058601,AKD
Pen,Mahārāshtra,18.75,73.08,Akola Airport,20.698999,77.058601,AKD
Satana,Mahārāshtra,20.5797,74.216,Akola Airport,20.698999,77.058601,AKD
Pathri,Mahārāshtra,19.25,76.45,Akola Airport,20.698999,77.058601,AKD
Purna,Mahārāshtra,19.18,77.05,Akola Airport,20.698999,77.058601,AKD
Wai,Mahārāshtra,17.95,73.89,Akola Airport,20.698999,77.058601,AKD
Shirdi,Mahārāshtra,19.77,74.48,Akola Airport,20.698999,77.058601,AKD
Taloda,Mahārāshtra,21.5607,74.22,Akola Airport,20.698999,77.058601,AKD
Partur,Mahārāshtra,19.5911,76.2161,Akola Airport,20.698999,77.058601,AKD
Umarga,Mahārāshtra,17.84,76.6217,Akola Airport,20.698999,77.058601,AKD
Chiplun,Mahārāshtra,17.53,73.52,Akola Airport,20.698999,77.058601,AKD
Paithan,Mahārāshtra,19.4751,75.3856,Akola Airport,20.698999,77.058601,AKD
Dapoli,Mahārāshtra,17.7589,73.1856,Akola Airport,20.698999,77.058601,AKD
Risod,Mahārāshtra,19.97,76.78,Akola Airport,20.698999,77.058601,AKD
Jamkhed,Mahārāshtra,18.72,75.32,Akola Airport,20.698999,77.058601,AKD
Pulgaon,Mahārāshtra,20.726,78.317,Akola Airport,20.698999,77.058601,AKD
Lohagaon,Mahārāshtra,20.6,77.6833,Akola Airport,20.698999,77.058601,AKD
Manwat,Mahārāshtra,19.3,76.5,Akola Airport,20.698999,77.058601,AKD
Tuljapur,Mahārāshtra,18,76.08,Akola Airport,20.698999,77.058601,AKD
Masur,Mahārāshtra,17.28,74.2,Akola Airport,20.698999,77.058601,AKD
Unchagao,Mahārāshtra,16.6988,74.2749,Akola Airport,20.698999,77.058601,AKD
Bramhapuri,Mahārāshtra,20.6068,79.8644,Akola Airport,20.698999,77.058601,AKD
Shrigonda,Mahārāshtra,18.616,74.698,Akola Airport,20.698999,77.058601,AKD
Uran,Mahārāshtra,18.89,72.95,Akola Airport,20.698999,77.058601,AKD
Navapur,Mahārāshtra,21.17,73.78,Akola Airport,20.698999,77.058601,AKD
Sangola,Mahārāshtra,17.4378,75.1939,Akola Airport,20.698999,77.058601,AKD
Wasi,Mahārāshtra,18.5422,75.7789,Akola Airport,20.698999,77.058601,AKD
Mukher,Mahārāshtra,18.7008,77.3628,Akola Airport,20.698999,77.058601,AKD
Raver,Mahārāshtra,21.2431,76.0333,Akola Airport,20.698999,77.058601,AKD
Ladkhed,Mahārāshtra,20.32,77.77,Akola Airport,20.698999,77.058601,AKD
Tirora,Mahārāshtra,21.4072,79.9326,Akola Airport,20.698999,77.058601,AKD
Parner,Mahārāshtra,19.003,74.438,Akola Airport,20.698999,77.058601,AKD
Kalamner,Mahārāshtra,20.4444,78.3256,Akola Airport,20.698999,77.058601,AKD
Kali,Mahārāshtra,19.9388,77.7329,Akola Airport,20.698999,77.058601,AKD
Malanvadi,Mahārāshtra,16.008,73.687,Akola Airport,20.698999,77.058601,AKD
