City ,State,latitude,longitude,Airport_Name,lat,lng,iata_code
Piprai,Madhya Pradesh,24.5097,77.9642,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Pindra,Madhya Pradesh,24.9595,80.7879,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Dinara,Madhya Pradesh,25.4613,78.3205,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Pathari,Madhya Pradesh,23.9333,78.2167,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Simrol,Madhya Pradesh,22.5387,75.9111,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Piploda,Madhya Pradesh,23.6073,74.942,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Jaisinghnagar,Madhya Pradesh,23.626,78.5726,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Semri,Madhya Pradesh,22.6833,78.0833,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Ekalbehri,Madhya Pradesh,21.8933,78.8794,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Thikri,Madhya Pradesh,22.0634,75.4007,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Dabhaura,Madhya Pradesh,25.1162,81.3044,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Berchha,Madhya Pradesh,23.2823,76.3199,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Raun,Madhya Pradesh,26.3431,78.9443,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Devmaudaldal,Madhya Pradesh,24.6312,81.1594,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Sundarsi,Madhya Pradesh,23.2688,76.4399,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Bijeraghogarh,Madhya Pradesh,23.9955,80.6066,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Naurhiya,Madhya Pradesh,24.2069,82.5655,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Jawasa,Madhya Pradesh,26.6259,78.7418,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Iawar,Madhya Pradesh,23.0094,76.5007,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Singhana,Madhya Pradesh,22.1902,74.9702,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Ukwa,Madhya Pradesh,21.971,80.4662,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Kakarati,Madhya Pradesh,24.5639,80.2659,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Chhapera,Madhya Pradesh,23.8948,76.4538,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Bagchini,Madhya Pradesh,26.4817,77.8185,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Kesli,Madhya Pradesh,23.4183,78.8062,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Mariyadau,Madhya Pradesh,24.2762,79.6559,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Dahi,Madhya Pradesh,22.1122,74.5879,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Chicholi,Madhya Pradesh,22.01,77.66,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Ratangarh,Madhya Pradesh,24.8167,75.1167,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Aranya Kalan,Madhya Pradesh,23.2448,76.7435,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Gandhwani,Madhya Pradesh,22.34,75.0048,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Dhamnod,Madhya Pradesh,23.4421,74.9744,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Susari,Madhya Pradesh,22.1797,74.7577,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Prabhat Pattan,Madhya Pradesh,21.6407,78.2722,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Kod,Madhya Pradesh,22.885,75.1862,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Ambara,Madhya Pradesh,22.1902,78.6708,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Umreth,Madhya Pradesh,22.1262,78.7149,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Tala,Madhya Pradesh,24.3735,81.1989,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Kaniwara,Madhya Pradesh,22.2145,79.7366,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Moman Barodiya,Madhya Pradesh,23.6042,76.3364,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Babai Kalan,Madhya Pradesh,22.8313,78.6774,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Rajod,Madhya Pradesh,22.9501,75.064,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Sanchi,Madhya Pradesh,23.4865,77.7378,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Bhelsi,Madhya Pradesh,24.7866,79.1281,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Balvadi,Madhya Pradesh,21.4412,75.223,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Allahpur,Madhya Pradesh,26.3434,77.8195,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Kharsod B,Madhya Pradesh,23.2225,75.386,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Rangvasa,Madhya Pradesh,22.6435,75.7886,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Iklod,Madhya Pradesh,26.0222,77.3208,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Kampel,Madhya Pradesh,22.6167,76.05,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Deodora,Madhya Pradesh,22.6149,80.3616,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Kirrayach,Madhya Pradesh,26.6322,78.3423,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Jabera,Madhya Pradesh,23.5582,79.678,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Ranod,Madhya Pradesh,25.0748,77.8761,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Tonk Khurd,Madhya Pradesh,23.0983,76.2155,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Sobhapur,Madhya Pradesh,22.7737,78.2638,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Nayagaon,Madhya Pradesh,24.8015,80.8962,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Maina,Madhya Pradesh,23.1712,76.6629,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Rangwasa,Madhya Pradesh,22.6419,75.7893,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Segaon,Madhya Pradesh,21.8585,75.3293,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Manpur,Madhya Pradesh,22.4315,75.6211,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Sukand,Madhya Pradesh,26.6444,78.4752,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Phopnar Kalan,Madhya Pradesh,21.2365,76.3268,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Chinaur,Madhya Pradesh,25.9467,78.1024,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Tarichar Kalan,Madhya Pradesh,25.4118,78.89,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Bilaspur,Chhattīsgarh,22.09,82.15,Jagdalpur Airport,19.07430077,82.03679657,JGB
Raipur,Chhattīsgarh,21.2444,81.6306,Jagdalpur Airport,19.07430077,82.03679657,JGB
Bhilai,Chhattīsgarh,21.21,81.38,Jagdalpur Airport,19.07430077,82.03679657,JGB
Nava Raipur,Chhattīsgarh,21.161,81.787,Jagdalpur Airport,19.07430077,82.03679657,JGB
Kolga,Chhattīsgarh,22.35,82.68,Jagdalpur Airport,19.07430077,82.03679657,JGB
Korba,Chhattīsgarh,22.3458,82.6963,Jagdalpur Airport,19.07430077,82.03679657,JGB
Drug,Chhattīsgarh,21.19,81.28,Jagdalpur Airport,19.07430077,82.03679657,JGB
Jagdalpur,Chhattīsgarh,19.18,81.92,Jagdalpur Airport,19.07430077,82.03679657,JGB
Ambikapur,Chhattīsgarh,23.12,83.2,Jagdalpur Airport,19.07430077,82.03679657,JGB
Raigarh,Chhattīsgarh,21.8974,83.395,Jagdalpur Airport,19.07430077,82.03679657,JGB
Mahasamund,Chhattīsgarh,21.11,82.1,Jagdalpur Airport,19.07430077,82.03679657,JGB
Mungeli,Chhattīsgarh,22.07,81.68,Jagdalpur Airport,19.07430077,82.03679657,JGB
Bhilai Karanja,Chhattīsgarh,21.2198,81.4575,Jagdalpur Airport,19.07430077,82.03679657,JGB
Dhamtari,Chhattīsgarh,20.71,81.55,Jagdalpur Airport,19.07430077,82.03679657,JGB
Chanwari,Chhattīsgarh,23.1917,82.3542,Jagdalpur Airport,19.07430077,82.03679657,JGB
Dalli Rajhara,Chhattīsgarh,20.58,81.08,Jagdalpur Airport,19.07430077,82.03679657,JGB
Janjgir,Chhattīsgarh,22.017,82.567,Jagdalpur Airport,19.07430077,82.03679657,JGB
Sakti,Chhattīsgarh,22.03,82.97,Jagdalpur Airport,19.07430077,82.03679657,JGB
Ratanpur,Chhattīsgarh,22.288,82.166,Jagdalpur Airport,19.07430077,82.03679657,JGB
Pilkha,Chhattīsgarh,23.1645,83.1821,Jagdalpur Airport,19.07430077,82.03679657,JGB
Rajim,Chhattīsgarh,20.965,81.8817,Jagdalpur Airport,19.07430077,82.03679657,JGB
Sukma,Chhattīsgarh,18.4,81.6667,Jagdalpur Airport,19.07430077,82.03679657,JGB
Mohda,Chhattīsgarh,21.2751,81.6676,Jagdalpur Airport,19.07430077,82.03679657,JGB
Dantewara,Chhattīsgarh,18.9,81.339,Jagdalpur Airport,19.07430077,82.03679657,JGB
Kharod,Chhattīsgarh,21.75,82.57,Jagdalpur Airport,19.07430077,82.03679657,JGB
Jaipur,Rājasthān,26.9,75.8,Jaipur International Airport,26.8242,75.812202,JAI
Jodhpur,Rājasthān,26.28,73.02,Jaipur International Airport,26.8242,75.812202,JAI
Kota,Rājasthān,25.18,75.83,Jaipur International Airport,26.8242,75.812202,JAI
Ajmer,Rājasthān,26.4499,74.6399,Jaipur International Airport,26.8242,75.812202,JAI
Bikaner,Rājasthān,28.0181,73.3169,Jaipur International Airport,26.8242,75.812202,JAI
Bhilwara,Rājasthān,25.35,74.63,Jaipur International Airport,26.8242,75.812202,JAI
Udaipur,Rājasthān,24.58,73.68,Jaipur International Airport,26.8242,75.812202,JAI
Sikar,Rājasthān,27.62,75.15,Jaipur International Airport,26.8242,75.812202,JAI
Alwar,Rājasthān,27.5498,76.6355,Jaipur International Airport,26.8242,75.812202,JAI
Fatehpur,Rājasthān,27.98,74.95,Jaipur International Airport,26.8242,75.812202,JAI
Bharatpur,Rājasthān,27.22,77.48,Jaipur International Airport,26.8242,75.812202,JAI
Salumbar,Rājasthān,24.08,74.02,Jaipur International Airport,26.8242,75.812202,JAI
Ahor,Rājasthān,25.367,72.783,Jaipur International Airport,26.8242,75.812202,JAI
Ganganagar,Rājasthān,29.92,73.88,Jaipur International Airport,26.8242,75.812202,JAI
Pali,Rājasthān,25.77,73.33,Jaipur International Airport,26.8242,75.812202,JAI
Raisinghnagar,Rājasthān,29.5342,73.4477,Jaipur International Airport,26.8242,75.812202,JAI
Raniwara Kalan,Rājasthān,24.75,72.2167,Jaipur International Airport,26.8242,75.812202,JAI
Sawai Madhopur,Rājasthān,26,76.35,Jaipur International Airport,26.8242,75.812202,JAI
Kishangarh,Rājasthān,26.57,74.87,Jaipur International Airport,26.8242,75.812202,JAI
Beawar,Rājasthān,26.1,74.32,Jaipur International Airport,26.8242,75.812202,JAI
Hanumangarh,Rājasthān,29.58,74.32,Jaipur International Airport,26.8242,75.812202,JAI
Nokha,Rājasthān,27.6,73.42,Jaipur International Airport,26.8242,75.812202,JAI
Chittaurgarh,Rājasthān,24.88,74.63,Jaipur International Airport,26.8242,75.812202,JAI
Hindaun,Rājasthān,26.74,77.03,Jaipur International Airport,26.8242,75.812202,JAI
Semari,Rājasthān,24.0555,73.8566,Jaipur International Airport,26.8242,75.812202,JAI
Makrana,Rājasthān,27.0409,74.7273,Jaipur International Airport,26.8242,75.812202,JAI
Bundi,Rājasthān,25.44,75.64,Jaipur International Airport,26.8242,75.812202,JAI
Sujangarh,Rājasthān,27.7,74.47,Jaipur International Airport,26.8242,75.812202,JAI
Barod,Rājasthān,27.8947,76.3681,Jaipur International Airport,26.8242,75.812202,JAI
Sardarshahr,Rājasthān,28.4401,74.4908,Jaipur International Airport,26.8242,75.812202,JAI
Lachhmangarh Sikar,Rājasthān,27.8225,75.0253,Jaipur International Airport,26.8242,75.812202,JAI
Nimbahera,Rājasthān,24.62,74.68,Jaipur International Airport,26.8242,75.812202,JAI
Khejroli,Rājasthān,27.37,75.57,Jaipur International Airport,26.8242,75.812202,JAI
Bilara,Rājasthān,26.1792,73.7056,Jaipur International Airport,26.8242,75.812202,JAI
Ratangarh,Rājasthān,28.0787,74.6219,Jaipur International Airport,26.8242,75.812202,JAI
Suratgarh,Rājasthān,29.3177,73.8989,Jaipur International Airport,26.8242,75.812202,JAI
Bijaynagar,Rājasthān,25.93,74.6386,Jaipur International Airport,26.8242,75.812202,JAI
Rajsamand,Rājasthān,25.07,73.88,Jaipur International Airport,26.8242,75.812202,JAI
Phalodi,Rājasthān,27.131,72.364,Jaipur International Airport,26.8242,75.812202,JAI
Jaisalmer,Rājasthān,26.913,70.915,Jaipur International Airport,26.8242,75.812202,JAI
Nawalgarh,Rājasthān,27.8458,75.268,Jaipur International Airport,26.8242,75.812202,JAI
Bari,Rājasthān,26.63,77.62,Jaipur International Airport,26.8242,75.812202,JAI
Rajgarh,Rājasthān,28.64,75.38,Jaipur International Airport,26.8242,75.812202,JAI
Nasirabad,Rājasthān,26.3,74.73,Jaipur International Airport,26.8242,75.812202,JAI
Jalor,Rājasthān,25.35,72.62,Jaipur International Airport,26.8242,75.812202,JAI
Sojat,Rājasthān,25.92,73.67,Jaipur International Airport,26.8242,75.812202,JAI
Shiv,Rājasthān,26.1831,71.25,Jaipur International Airport,26.8242,75.812202,JAI
Nohar,Rājasthān,29.18,74.77,Jaipur International Airport,26.8242,75.812202,JAI
Dungarpur,Rājasthān,23.84,73.72,Jaipur International Airport,26.8242,75.812202,JAI
Nawai,Rājasthān,26.3824,75.924,Jaipur International Airport,26.8242,75.812202,JAI
Dig,Rājasthān,27.47,77.33,Jaipur International Airport,26.8242,75.812202,JAI
Rajaldesar,Rājasthān,28.03,74.47,Jaipur International Airport,26.8242,75.812202,JAI
Pratapgarh,Rājasthān,24.03,74.78,Jaipur International Airport,26.8242,75.812202,JAI
Nathdwara,Rājasthān,24.93,73.82,Jaipur International Airport,26.8242,75.812202,JAI
Ramganj Mandi,Rājasthān,24.6472,75.9444,Jaipur International Airport,26.8242,75.812202,JAI
Pilani,Rājasthān,28.37,75.6,Jaipur International Airport,26.8242,75.812202,JAI
Merta,Rājasthān,26.65,74.0333,Jaipur International Airport,26.8242,75.812202,JAI
Khairtal,Rājasthān,27.8346,76.6388,Jaipur International Airport,26.8242,75.812202,JAI
Aklera,Rājasthān,24.42,76.57,Jaipur International Airport,26.8242,75.812202,JAI
Rawatbhata,Rājasthān,24.93,75.58,Jaipur International Airport,26.8242,75.812202,JAI
Pilibangan,Rājasthān,29.4888,74.0748,Jaipur International Airport,26.8242,75.812202,JAI
Malpura,Rājasthān,26.28,75.38,Jaipur International Airport,26.8242,75.812202,JAI
Nim ka Thana,Rājasthān,27.735,75.7797,Jaipur International Airport,26.8242,75.812202,JAI
Sirohi,Rājasthān,24.885,72.8625,Jaipur International Airport,26.8242,75.812202,JAI
Rawatsar,Rājasthān,29.28,74.38,Jaipur International Airport,26.8242,75.812202,JAI
Degana,Rājasthān,26.8951,74.3222,Jaipur International Airport,26.8242,75.812202,JAI
Toda Bhim,Rājasthān,26.9167,76.8167,Jaipur International Airport,26.8242,75.812202,JAI
Sanchor,Rājasthān,24.7536,71.7714,Jaipur International Airport,26.8242,75.812202,JAI
Taranagar,Rājasthān,28.6689,75.0406,Jaipur International Airport,26.8242,75.812202,JAI
Sri Madhopur,Rājasthān,27.4667,75.6,Jaipur International Airport,26.8242,75.812202,JAI
Shahpura,Rājasthān,25.63,74.93,Jaipur International Airport,26.8242,75.812202,JAI
Sagwara,Rājasthān,23.6681,74.0244,Jaipur International Airport,26.8242,75.812202,JAI
Lakheri,Rājasthān,25.67,76.17,Jaipur International Airport,26.8242,75.812202,JAI
Behror,Rājasthān,27.8903,76.2861,Jaipur International Airport,26.8242,75.812202,JAI
Udaipur,Rājasthān,27.7289,75.4716,Jaipur International Airport,26.8242,75.812202,JAI
Losal,Rājasthān,27.4,74.92,Jaipur International Airport,26.8242,75.812202,JAI
Shahpura,Rājasthān,27.3897,75.9596,Jaipur International Airport,26.8242,75.812202,JAI
Saila,Rājasthān,25.333,72.367,Jaipur International Airport,26.8242,75.812202,JAI
Sadri,Rājasthān,25.18,73.43,Jaipur International Airport,26.8242,75.812202,JAI
Rajgarh,Rājasthān,27.236,76.622,Jaipur International Airport,26.8242,75.812202,JAI
Nadbai,Rājasthān,27.23,77.2,Jaipur International Airport,26.8242,75.812202,JAI
Ringas,Rājasthān,27.37,75.57,Jaipur International Airport,26.8242,75.812202,JAI
Phulera,Rājasthān,26.874,75.2417,Jaipur International Airport,26.8242,75.812202,JAI
Nagar,Rājasthān,27.4247,77.0995,Jaipur International Airport,26.8242,75.812202,JAI
Singhana,Rājasthān,27.98,75.8,Jaipur International Airport,26.8242,75.812202,JAI
Shivganj,Rājasthān,25.15,73.07,Jaipur International Airport,26.8242,75.812202,JAI
Dungra Chhota,Rājasthān,23.1667,74.3,Jaipur International Airport,26.8242,75.812202,JAI
Pindwara,Rājasthān,24.7945,73.055,Jaipur International Airport,26.8242,75.812202,JAI
Asan,Rājasthān,25.73,74.33,Jaipur International Airport,26.8242,75.812202,JAI
Toda Rai Singh,Rājasthān,26.0167,75.4833,Jaipur International Airport,26.8242,75.812202,JAI
Sandwa,Rājasthān,27.75,74.1667,Jaipur International Airport,26.8242,75.812202,JAI
Mandawa,Rājasthān,28.0554,75.1483,Jaipur International Airport,26.8242,75.812202,JAI
Abu,Rājasthān,24.5925,72.7083,Jaipur International Airport,26.8242,75.812202,JAI
Nayagaon,Rājasthān,26.7486,76.3273,Jaipur International Airport,26.8242,75.812202,JAI
Sambhar,Rājasthān,26.9121,75.1836,Jaipur International Airport,26.8242,75.812202,JAI
Khandela,Rājasthān,27.36,75.3,Jaipur International Airport,26.8242,75.812202,JAI
Mangrol,Rājasthān,25.33,76.52,Jaipur International Airport,26.8242,75.812202,JAI
Pushkar,Rājasthān,26.4877,74.5559,Jaipur International Airport,26.8242,75.812202,JAI
Dhorimanna,Rājasthān,25.1997,71.4331,Jaipur International Airport,26.8242,75.812202,JAI
Shri Mahavirji,Rājasthān,26.6833,76.9167,Jaipur International Airport,26.8242,75.812202,JAI
Suroth,Rājasthān,26.8098,77.147,Jaipur International Airport,26.8242,75.812202,JAI
Bhasawar,Rājasthān,27.0361,77.0528,Jaipur International Airport,26.8242,75.812202,JAI
Pokaran,Rājasthān,26.92,71.92,Jaipur International Airport,26.8242,75.812202,JAI
Chhoti Sadri,Rājasthān,24.38,74.7,Jaipur International Airport,26.8242,75.812202,JAI
Jayal,Rājasthān,27.2167,74.1833,Jaipur International Airport,26.8242,75.812202,JAI
Bhainsoda,Rājasthān,24.4427,75.8403,Jaipur International Airport,26.8242,75.812202,JAI
Takhatgarh,Rājasthān,25.33,73,Jaipur International Airport,26.8242,75.812202,JAI
Rupbas,Rājasthān,26.9833,77.5833,Jaipur International Airport,26.8242,75.812202,JAI
Jasol,Rājasthān,25.49,72.13,Jaipur International Airport,26.8242,75.812202,JAI
Khandhar,Rājasthān,26.0233,76.6097,Jaipur International Airport,26.8242,75.812202,JAI
Goluwali,Rājasthān,29.63,74.06,Jaipur International Airport,26.8242,75.812202,JAI
Satyun,Rājasthān,28.5667,75.1167,Jaipur International Airport,26.8242,75.812202,JAI
Mandalgarh,Rājasthān,25.2,75.1,Jaipur International Airport,26.8242,75.812202,JAI
Siriari,Rājasthān,25.6733,73.8084,Jaipur International Airport,26.8242,75.812202,JAI
Amarpura,Rājasthān,26.3667,73.9833,Jaipur International Airport,26.8242,75.812202,JAI
Osian,Rājasthān,26.7167,72.9167,Jaipur International Airport,26.8242,75.812202,JAI
Raipur,Rājasthān,26.05,74.02,Jaipur International Airport,26.8242,75.812202,JAI
Goner,Rājasthān,26.7795,75.9123,Jaipur International Airport,26.8242,75.812202,JAI
Bagra,Rājasthān,25.2,72.5833,Jaipur International Airport,26.8242,75.812202,JAI
Arni ka Khera,Rājasthān,24.9,74.33,Jaipur International Airport,26.8242,75.812202,JAI
Harji,Rājasthān,25.3,72.85,Jaipur International Airport,26.8242,75.812202,JAI
Atru,Rājasthān,24.81,76.63,Jaipur International Airport,26.8242,75.812202,JAI
Siyana,Rājasthān,25.117,72.66,Jaipur International Airport,26.8242,75.812202,JAI
Bagrinagar,Rājasthān,25.9,73.8,Jaipur International Airport,26.8242,75.812202,JAI
Balia,Rājasthān,24.2433,75.8061,Jaipur International Airport,26.8242,75.812202,JAI
Desuri,Rājasthān,25.2833,73.5667,Jaipur International Airport,26.8242,75.812202,JAI
Nana,Rājasthān,24.916,73.133,Jaipur International Airport,26.8242,75.812202,JAI
Zawal,Rājasthān,24.9833,72.7333,Jaipur International Airport,26.8242,75.812202,JAI
Deh,Rājasthān,27.3,73.9,Jaipur International Airport,26.8242,75.812202,JAI
Dhirwas,Rājasthān,28.8443,74.916,Jaipur International Airport,26.8242,75.812202,JAI
Kochhor,Rājasthān,27.6268,75.1376,Jaipur International Airport,26.8242,75.812202,JAI
Hindoli,Rājasthān,25.4,75.83,Jaipur International Airport,26.8242,75.812202,JAI
Bagor,Rājasthān,25.3575,74.3731,Jaipur International Airport,26.8242,75.812202,JAI
Ranigaon,Rājasthān,27.1,74.4167,Jaipur International Airport,26.8242,75.812202,JAI
Ramdeora,Rājasthān,27.01,71.92,Jaipur International Airport,26.8242,75.812202,JAI
Badnor,Rājasthān,25.8355,74.2775,Jaipur International Airport,26.8242,75.812202,JAI
Warkan,Rājasthān,25.0331,72.6862,Jaipur International Airport,26.8242,75.812202,JAI
Dadrewa,Rājasthān,28.6728,75.2328,Jaipur International Airport,26.8242,75.812202,JAI
Nadol,Rājasthān,25.367,73.45,Jaipur International Airport,26.8242,75.812202,JAI
Rohera,Rājasthān,24.6102,72.964,Jaipur International Airport,26.8242,75.812202,JAI
Reni,Rājasthān,27.161,76.713,Jaipur International Airport,26.8242,75.812202,JAI
Sewari,Rājasthān,25.1,73.283,Jaipur International Airport,26.8242,75.812202,JAI
Uchen,Rājasthān,27.0931,77.4097,Jaipur International Airport,26.8242,75.812202,JAI
Jaitpura,Rājasthān,26.9231,75.808,Jaipur International Airport,26.8242,75.812202,JAI
Tonk,Rājasthān,26.1505,75.79,Jaipur International Airport,26.8242,75.812202,JAI
Ahmedabad,Gujarāt,23.0225,72.5714,Jamnagar Airport,22.46549988,70.01260376,JGA
Surat,Gujarāt,21.1702,72.8311,Jamnagar Airport,22.46549988,70.01260376,JGA
Vadodara,Gujarāt,22.3,73.2,Jamnagar Airport,22.46549988,70.01260376,JGA
Rajkot,Gujarāt,22.3,70.7833,Jamnagar Airport,22.46549988,70.01260376,JGA
Bhavnagar,Gujarāt,21.76,72.15,Jamnagar Airport,22.46549988,70.01260376,JGA
Jamnagar,Gujarāt,22.47,70.07,Jamnagar Airport,22.46549988,70.01260376,JGA
Bardoli,Gujarāt,21.12,73.12,Jamnagar Airport,22.46549988,70.01260376,JGA
Tharad,Gujarāt,24.3926,71.6248,Jamnagar Airport,22.46549988,70.01260376,JGA
Junagadh,Gujarāt,21.5222,70.4579,Jamnagar Airport,22.46549988,70.01260376,JGA
Rapar,Gujarāt,23.57,70.63,Jamnagar Airport,22.46549988,70.01260376,JGA
Gandhidham,Gujarāt,23.08,70.13,Jamnagar Airport,22.46549988,70.01260376,JGA
Palanpur,Gujarāt,24.1722,72.4333,Jamnagar Airport,22.46549988,70.01260376,JGA
Songadh,Gujarāt,21.167,73.564,Jamnagar Airport,22.46549988,70.01260376,JGA
Petlad,Gujarāt,22.47,72.8,Jamnagar Airport,22.46549988,70.01260376,JGA
Nadiad,Gujarāt,22.69,72.86,Jamnagar Airport,22.46549988,70.01260376,JGA
Porbandar,Gujarāt,21.6417,69.6293,Jamnagar Airport,22.46549988,70.01260376,JGA
Bhuj,Gujarāt,23.25,69.67,Jamnagar Airport,22.46549988,70.01260376,JGA
Ghandinagar,Gujarāt,23.2231,72.65,Jamnagar Airport,22.46549988,70.01260376,JGA
Morbi,Gujarāt,22.82,70.83,Jamnagar Airport,22.46549988,70.01260376,JGA
Ratanpur,Gujarāt,23.0851,72.5716,Jamnagar Airport,22.46549988,70.01260376,JGA
Umreth,Gujarāt,22.6986,73.1156,Jamnagar Airport,22.46549988,70.01260376,JGA
Mahesana,Gujarāt,23.6,72.4,Jamnagar Airport,22.46549988,70.01260376,JGA
Himatnagar,Gujarāt,23.6,72.95,Jamnagar Airport,22.46549988,70.01260376,JGA
Bhachau,Gujarāt,23.296,70.343,Jamnagar Airport,22.46549988,70.01260376,JGA
Gondal,Gujarāt,21.958,70.795,Jamnagar Airport,22.46549988,70.01260376,JGA
Nawsari,Gujarāt,20.95,72.93,Jamnagar Airport,22.46549988,70.01260376,JGA
Valsad,Gujarāt,20.61,72.926,Jamnagar Airport,22.46549988,70.01260376,JGA
Wapi,Gujarāt,20.372,72.917,Jamnagar Airport,22.46549988,70.01260376,JGA
Godhra,Gujarāt,22.7772,73.6203,Jamnagar Airport,22.46549988,70.01260376,JGA
Bharuch,Gujarāt,21.712,72.993,Jamnagar Airport,22.46549988,70.01260376,JGA
Veraval,Gujarāt,20.9159,70.3629,Jamnagar Airport,22.46549988,70.01260376,JGA
Amreli,Gujarāt,21.6006,71.2164,Jamnagar Airport,22.46549988,70.01260376,JGA
Disa,Gujarāt,24.2501,72.1822,Jamnagar Airport,22.46549988,70.01260376,JGA
Kalol,Gujarāt,23.246,72.496,Jamnagar Airport,22.46549988,70.01260376,JGA
Anand,Gujarāt,22.556,72.951,Jamnagar Airport,22.46549988,70.01260376,JGA
Botad,Gujarāt,22.17,71.67,Jamnagar Airport,22.46549988,70.01260376,JGA
Jetpur,Gujarāt,21.7542,70.6222,Jamnagar Airport,22.46549988,70.01260376,JGA
Patan,Gujarāt,23.85,72.125,Jamnagar Airport,22.46549988,70.01260376,JGA
Mahuva,Gujarāt,21.0833,71.8,Jamnagar Airport,22.46549988,70.01260376,JGA
Kheda,Gujarāt,22.75,72.68,Jamnagar Airport,22.46549988,70.01260376,JGA
Khambhaliya,Gujarāt,22.2,69.65,Jamnagar Airport,22.46549988,70.01260376,JGA
Khambhat,Gujarāt,22.3,72.62,Jamnagar Airport,22.46549988,70.01260376,JGA
Mandvi,Gujarāt,22.8333,69.3556,Jamnagar Airport,22.46549988,70.01260376,JGA
Dhoraji,Gujarāt,21.7337,70.4499,Jamnagar Airport,22.46549988,70.01260376,JGA
